index,field,value
 36.2.11.1,category2_name,Yandas Music & Pro Audio
 36.2.12.1,category2_name,AVLGear
 36.2.2.1,category2_name,Absolute Pro Music
 36.2.3.1,category2_name,Absolute Pro Music Superstore
 36.2.4.1,category2_name,Amazon.com
 36.2.5.1,category2_name,Amazon.com
 36.2.6.1,category2_name,Amazon.com
 36.2.7.1,category2_name,GuitarTruck
 36.2.8.1,category2_name,Interstate Music
 36.2.9.1,category2_name,MusicStoreLive
 36.2.1.2,category2_price,$158.99
 36.2.10.2,category2_price,$174.90
 36.2.11.2,category2_price,$159.00
 36.2.12.2,category2_price,Nan
 36.2.2.2,category2_price,$159.00
 36.2.3.2,category2_price,$159.00
 36.2.4.2,category2_price,$159.00
 36.2.5.2,category2_price,$159.00
 36.2.6.2,category2_price,$159.99
 36.2.7.2,category2_price,$159.99
 36.2.8.2,category2_price,$159.99
 36.2.9.2,category2_price,$159.99
 36.2.1.4,category2_rating_count,59
 36.2.10.4,category2_rating_count,4281
 36.2.11.4,category2_rating_count,Nan
 36.2.12.4,category2_rating_count,Nan
 36.2.2.4,category2_rating_count,3169
 36.2.3.4,category2_rating_count,45
 36.2.4.4,category2_rating_count,38240
 36.2.5.4,category2_rating_count,324
 36.2.6.4,category2_rating_count,7711
 36.2.7.4,category2_rating_count,2646
 36.2.8.4,category2_rating_count,5125
 36.2.9.4,category2_rating_count,269
 36.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.2.11.3,category2_review,Nan
 36.2.12.3,category2_review,Nan
 36.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 36.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 36.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 36.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 36.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.1.1.1,category1_name,CAD Audio U29 USB Large Format Side Address Studio Microphone
 37.1.1.4,category1_price,Nan
 37.1.1.2,category1_rating,32 ratings
 37.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 37.2.1.5,category2_description,96% positive over last 12 months
 37.2.10.5,category2_description,92% positive over last 12 months
 37.2.11.5,category2_description,98% positive over last 12 months
 37.2.12.5,category2_description,72% positive over last 12 months
 37.2.13.5,category2_description,Nan
 37.2.14.5,category2_description,88% positive over last 12 months
 37.2.15.5,category2_description,92% positive over last 12 months
 37.2.16.5,category2_description,89% positive over last 12 months
 37.2.17.5,category2_description,88% positive over last 12 months
 37.2.2.5,category2_description,98% positive over last 12 months
 37.2.3.5,category2_description,99% positive over last 12 months
 37.2.4.5,category2_description,95% positive over last 12 months
 37.2.5.5,category2_description,84% positive over last 12 months
 37.2.6.5,category2_description,94% positive over last 12 months
 37.2.7.5,category2_description,89% positive over last 12 months
 37.2.8.5,category2_description,93% positive over last 12 months
 37.2.9.5,category2_description,85% positive over last 12 months
 37.2.1.1,category2_name,Amazon.com
 37.2.10.1,category2_name,Interstate Music
 37.2.11.1,category2_name,Mugan_Music_Group
 37.2.12.1,category2_name,Rover Mall
 37.2.13.1,category2_name,Sole Source AV Supply
 37.2.14.1,category2_name,Adorama
 37.2.15.1,category2_name,First Harmonic Limited
 37.2.16.1,category2_name,Capital Music Gear
 37.2.17.1,category2_name,Nan
 37.2.2.1,category2_name,Amazon.com
 37.2.3.1,category2_name,Photo4Less
 37.2.4.1,category2_name,GuitarTruck
 37.2.5.1,category2_name,AVLGear
 37.2.6.1,category2_name,MusicStoreLive
 37.2.7.1,category2_name,Pitbull Electronics
 37.2.8.1,category2_name,Marmalade USA
 37.2.9.1,category2_name,Yandas Music & Pro Audio
 37.2.1.2,category2_price,Nan
 37.2.10.2,category2_price,Nan
 37.2.11.2,category2_price,Nan
 37.2.12.2,category2_price,Nan
 37.2.13.2,category2_price,Nan
 37.2.14.2,category2_price,Nan
 37.2.15.2,category2_price,Nan
 37.2.16.2,category2_price,Nan
 37.2.17.2,category2_price,Nan
 37.2.2.2,category2_price,Nan
 37.2.3.2,category2_price,Nan
 37.2.4.2,category2_price,Nan
 37.2.5.2,category2_price,Nan
 37.2.6.2,category2_price,Nan
 37.2.7.2,category2_price,Nan
 37.2.8.2,category2_price,Nan
 37.2.9.2,category2_price,Nan
 37.2.1.4,category2_rating_count,24284
 37.2.10.4,category2_rating_count,7711
 37.2.11.4,category2_rating_count,2340
 37.2.12.4,category2_rating_count,37577
 37.2.13.4,category2_rating_count,$13.89
 37.2.14.4,category2_rating_count,401
 37.2.15.4,category2_rating_count,573346
 37.2.16.4,category2_rating_count,302
 37.2.17.4,category2_rating_count,958
 37.2.2.4,category2_rating_count,2340
 37.2.3.4,category2_rating_count,38240
 37.2.4.4,category2_rating_count,324
 37.2.5.4,category2_rating_count,4281
 37.2.6.4,category2_rating_count,2646
 37.2.7.4,category2_rating_count,5125
 37.2.8.4,category2_rating_count,162
 37.2.9.4,category2_rating_count,269
 37.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 37.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 37.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 37.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.14.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.15.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.16.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.17.3,category2_review,Nan
 37.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 37.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 37.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 37.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 37.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 38.1.1.1,category1_name,CAD GXLIEM Wireless In Ear Monitor System - BodyPack only
 38.1.1.4,category1_price,Nan
 38.1.1.2,category1_rating,19 ratings
 38.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 38.2.1.5,category2_description,89% positive over last 12 months
 38.2.2.5,category2_description,87% positive over last 12 months
 38.2.3.5,category2_description,90% positive over last 12 months
 38.2.4.5,category2_description,93% positive over last 12 months
 38.2.1.1,category2_name,"SETI, Inc."
 38.2.2.1,category2_name,Consumer Supply Co
 38.2.3.1,category2_name,American Shopping
 38.2.4.1,category2_name,Orotree Market Deals
 38.2.1.2,category2_price,$113.15
 38.2.2.2,category2_price,$113.25
 38.2.3.2,category2_price,$120.16
 38.2.4.2,category2_price,$141.30
 38.2.1.4,category2_rating_count,298
 38.2.2.4,category2_rating_count,538
 38.2.3.4,category2_rating_count,670
 38.2.4.4,category2_rating_count,14
 38.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 38.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 38.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 38.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 39.1.1.1,category1_name,"CAD Audio GXLIEM4 Frequency Agile Wireless In Ear Monitor System -Four discrete mixes - includes 4 MEB1 Earbuds, 4 Bodypack Receivers, Rack Mount Ears and Antenna Relocation Kit"
 39.1.1.4,category1_price,$549.00
 39.1.1.2,category1_rating,19 ratings
 39.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 39.2.1.5,category2_description,96% positive over last 12 months
 39.2.2.5,category2_description,Nan
 39.2.3.5,category2_description,84% positive over last 12 months
 39.2.4.5,category2_description,89% positive over last 12 months
 39.2.5.5,category2_description,87% positive over last 12 months
 39.2.6.5,category2_description,90% positive over last 12 months
 39.2.1.1,category2_name,Bailey Brothers Music Company
 39.2.2.1,category2_name,AVLGear
 39.2.3.1,category2_name,"SETI, Inc."
 39.2.4.1,category2_name,Consumer Supply Co
 39.2.5.1,category2_name,American Shopping
 39.2.6.1,category2_name,Nan
 39.2.1.2,category2_price,$549.00
 39.2.2.2,category2_price,$549.00
 39.2.3.2,category2_price,$675.20
 39.2.4.2,category2_price,$701.16
 39.2.5.2,category2_price,$900.26
 39.2.6.2,category2_price,Nan
 39.2.1.4,category2_rating_count,1450
 39.2.2.4,category2_rating_count,$29.95
 39.2.3.4,category2_rating_count,4281
 39.2.4.4,category2_rating_count,298
 39.2.5.4,category2_rating_count,538
 39.2.6.4,category2_rating_count,670
 39.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 39.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 39.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 39.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 39.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 39.2.6.3,category2_review,Nan
 40.1.1.1,category1_name,"CAD Audio, 2 GXLD2HBAI Digital Wireless Combo Microphone System, Handheld and Bodypack, AI Frequency Band (AMS-GXLD2-HBAI)"
 40.1.1.4,category1_price,$199.99
 40.1.1.2,category1_rating,2 ratings
 40.1.1.3,category1_review,a-icon a-icon-star a-star-4
 40.2.1.5,category2_description,93% positive over last 12 months
 40.2.2.5,category2_description,93% positive over last 12 months
 40.2.3.5,category2_description,94% positive over last 12 months
 40.2.4.5,category2_description,89% positive over last 12 months
 40.2.5.5,category2_description,92% positive over last 12 months
 40.2.6.5,category2_description,84% positive over last 12 months
 40.2.1.1,category2_name,GearTree
 40.2.2.1,category2_name,GearTree
 40.2.3.1,category2_name,MusicStoreLive
 40.2.4.1,category2_name,Pitbull Electronics
 40.2.5.1,category2_name,Adorama
 40.2.6.1,category2_name,AVLGear
 40.2.1.2,category2_price,$179.10
 40.2.2.2,category2_price,$199.00
 40.2.3.2,category2_price,$199.99
 40.2.4.2,category2_price,$199.99
 40.2.5.2,category2_price,$199.99
 40.2.6.2,category2_price,$199.00
 40.2.1.4,category2_rating_count,21151
 40.2.2.4,category2_rating_count,21151
 40.2.3.4,category2_rating_count,2646
 40.2.4.4,category2_rating_count,5125
 40.2.5.4,category2_rating_count,573346
 40.2.6.4,category2_rating_count,4281
 40.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 40.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 40.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 40.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 40.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 40.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.1.1.1,category1_name,"CAD Audio Dynamic Microphone, 1 Count (D90)"
 41.1.1.4,category1_price,$79.00
 41.1.1.2,category1_rating,29 ratings
 41.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 41.2.1.5,category2_description,93% positive over last 12 months
 41.2.10.5,category2_description,92% positive over last 12 months
 41.2.11.5,category2_description,100% positive over last 12 months
 41.2.12.5,category2_description,94% positive over last 12 months
 41.2.13.5,category2_description,89% positive over last 12 months
 41.2.14.5,category2_description,91% positive over last 12 months
 41.2.15.5,category2_description,84% positive over last 12 months
 41.2.16.5,category2_description,92% positive over last 12 months
 41.2.17.5,category2_description,72% positive over last 12 months
 41.2.2.5,category2_description,91% positive over last 12 months
 41.2.3.5,category2_description,100% positive over last 12 months
 41.2.4.5,category2_description,96% positive over last 12 months
 41.2.5.5,category2_description,97% positive over last 12 months
 41.2.6.5,category2_description,89% positive over last 12 months
 41.2.7.5,category2_description,65% positive over last 12 months
 41.2.8.5,category2_description,99% positive over last 12 months
 41.2.9.5,category2_description,95% positive over last 12 months
 41.2.1.1,category2_name,Total Music Source
 41.2.10.1,category2_name,Interstate Music
 41.2.11.1,category2_name,Backwoods Guitar LLC
 41.2.12.1,category2_name,MusicStoreLive
 41.2.13.1,category2_name,Pitbull Electronics
 41.2.14.1,category2_name,Guitar Audio
 41.2.15.1,category2_name,AVLGear
 41.2.16.1,category2_name,Kincaid's Music
 41.2.17.1,category2_name,Rover Mall
 41.2.2.1,category2_name,Amazon.com
 41.2.3.1,category2_name,Amazon.com
 41.2.4.1,category2_name,Bailey Brothers Music Company
 41.2.5.1,category2_name,Photo Savings
 41.2.6.1,category2_name,Absolute Pro Music Superstore
 41.2.7.1,category2_name,Absolute Pro Music
 41.2.8.1,category2_name,Amazon.com
 41.2.9.1,category2_name,GuitarTruck
 41.2.1.2,category2_price,$102.96
 41.2.10.2,category2_price,Nan
 41.2.11.2,category2_price,Nan
 41.2.12.2,category2_price,Nan
 41.2.13.2,category2_price,Nan
 41.2.14.2,category2_price,Nan
 41.2.15.2,category2_price,Nan
 41.2.16.2,category2_price,Nan
 41.2.17.2,category2_price,Nan
 41.2.2.2,category2_price,Nan
 41.2.3.2,category2_price,Nan
 41.2.4.2,category2_price,Nan
 41.2.5.2,category2_price,Nan
 41.2.6.2,category2_price,Nan
 41.2.7.2,category2_price,Nan
 41.2.8.2,category2_price,Nan
 41.2.9.2,category2_price,Nan
 41.2.1.4,category2_rating_count,12278
 41.2.10.4,category2_rating_count,7711
 41.2.11.4,category2_rating_count,4
 41.2.12.4,category2_rating_count,2646
 41.2.13.4,category2_rating_count,5125
 41.2.14.4,category2_rating_count,6347
 41.2.15.4,category2_rating_count,4281
 41.2.16.4,category2_rating_count,2861
 41.2.17.4,category2_rating_count,37577
 41.2.2.4,category2_rating_count,4555
 41.2.3.4,category2_rating_count,112
 41.2.4.4,category2_rating_count,1450
 41.2.5.4,category2_rating_count,21420
 41.2.6.4,category2_rating_count,45
 41.2.7.4,category2_rating_count,3169
 41.2.8.4,category2_rating_count,2260
 41.2.9.4,category2_rating_count,324
 41.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 41.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.14.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.15.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.16.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.17.3,category2_review,a-icon a-icon-star-mini a-star-mini-4 aod-seller-rating-count-class
 41.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 41.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 41.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 41.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 41.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-3-5 aod-seller-rating-count-class
 41.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 41.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 42.1.1.1,category1_name,CAD Audio USB U2 Stereo Headphones with Cardioid Condenser Microphone
 42.1.1.4,category1_price,$34.99
 42.1.1.2,category1_rating,204 ratings
 42.1.1.3,category1_review,a-icon a-icon-star a-star-4
 42.2.1.5,category2_description,99% positive over last 12 months
 42.2.10.5,category2_description,92% positive over last 12 months
 42.2.11.5,category2_description,93% positive over last 12 months
 42.2.12.5,category2_description,91% positive over last 12 months
 42.2.13.5,category2_description,100% positive over last 12 months
 42.2.14.5,category2_description,Nan
 42.2.15.5,category2_description,88% positive over last 12 months
 42.2.16.5,category2_description,88% positive over last 12 months
 42.2.2.5,category2_description,89% positive over last 12 months
 42.2.3.5,category2_description,98% positive over last 12 months
 42.2.4.5,category2_description,84% positive over last 12 months
 42.2.5.5,category2_description,90% positive over last 12 months
 42.2.6.5,category2_description,95% positive over last 12 months
 42.2.7.5,category2_description,92% positive over last 12 months
 42.2.8.5,category2_description,93% positive over last 12 months
 42.2.9.5,category2_description,87% positive over last 12 months
 42.2.1.1,category2_name,Photo4Less
 42.2.10.1,category2_name,Adorama
 42.2.11.1,category2_name,Amazon.com
 42.2.12.1,category2_name,Guitar Audio
 42.2.13.1,category2_name,Backwoods Guitar LLC
 42.2.14.1,category2_name,Sole Source AV Supply
 42.2.15.1,category2_name,Capital Music Gear
 42.2.16.1,category2_name,Nan
 42.2.2.1,category2_name,BestPricesPeriod!
 42.2.3.1,category2_name,Mugan_Music_Group
 42.2.4.1,category2_name,AVLGear
 42.2.5.1,category2_name,Full Compass Systems
 42.2.6.1,category2_name,GuitarTruck
 42.2.7.1,category2_name,Interstate Music
 42.2.8.1,category2_name,Marmalade USA
 42.2.9.1,category2_name,Consumer Supply Co
 42.2.1.2,category2_price,Nan
 42.2.10.2,category2_price,Nan
 42.2.11.2,category2_price,Nan
 42.2.12.2,category2_price,Nan
 42.2.13.2,category2_price,Nan
 42.2.14.2,category2_price,Nan
 42.2.15.2,category2_price,Nan
 42.2.16.2,category2_price,Nan
 42.2.2.2,category2_price,Nan
 42.2.3.2,category2_price,Nan
 42.2.4.2,category2_price,Nan
 42.2.5.2,category2_price,Nan
 42.2.6.2,category2_price,Nan
 42.2.7.2,category2_price,Nan
 42.2.8.2,category2_price,Nan
 42.2.9.2,category2_price,Nan
 42.2.1.4,category2_rating_count,38240
 42.2.10.4,category2_rating_count,573346
 42.2.11.4,category2_rating_count,440
 42.2.12.4,category2_rating_count,6347
 42.2.13.4,category2_rating_count,4
 42.2.14.4,category2_rating_count,$13.41
 42.2.15.4,category2_rating_count,401
 42.2.16.4,category2_rating_count,958
 42.2.2.4,category2_rating_count,844
 42.2.3.4,category2_rating_count,2340
 42.2.4.4,category2_rating_count,4281
 42.2.5.4,category2_rating_count,9116
 42.2.6.4,category2_rating_count,324
 42.2.7.4,category2_rating_count,7711
 42.2.8.4,category2_rating_count,162
 42.2.9.4,category2_rating_count,538
 42.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 42.2.10.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.11.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.12.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.13.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 42.2.14.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.15.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.16.3,category2_review,Nan
 42.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 42.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 42.2.7.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.8.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 42.2.9.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 43.1.1.1,category1_name,CAD Audio Equitek E70 Small Diaphragm Condenser Microphone includes Cardioid and Omni Capsules
 43.1.1.4,category1_price,$199.00
 43.1.1.2,category1_rating,32 ratings
 43.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 43.2.1.5,category2_description,99% positive over last 12 months
 43.2.2.5,category2_description,84% positive over last 12 months
 43.2.3.5,category2_description,92% positive over last 12 months
 43.2.4.5,category2_description,93% positive over last 12 months
 43.2.1.1,category2_name,Amazon.com
 43.2.2.1,category2_name,AVLGear
 43.2.3.1,category2_name,Interstate Music
 43.2.4.1,category2_name,Marmalade USA
 43.2.1.2,category2_price,$129.00
 43.2.2.2,category2_price,$199.00
 43.2.3.2,category2_price,$199.99
 43.2.4.2,category2_price,$199.99
 43.2.1.4,category2_rating_count,286461
 43.2.2.4,category2_rating_count,4281
 43.2.3.4,category2_rating_count,7711
 43.2.4.4,category2_rating_count,162
 43.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 43.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 43.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 43.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 44.1.1.1,category1_name,"Astatic 119L-19 19"" Cardioid Dynamic Gooseneck Microphone - Gooseneck, 2 3/4 inch Flange (6-foot Cable)"
 44.1.1.4,category1_price,$129.00
 44.1.1.2,category1_rating,6 ratings
 44.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 44.2.1.5,category2_description,90% positive over last 12 months
 44.2.2.5,category2_description,93% positive
 44.2.3.5,category2_description,84% positive over last 12 months
 44.2.4.5,category2_description,98% positive over last 12 months
 44.2.5.5,category2_description,89% positive over last 12 months
 44.2.6.5,category2_description,87% positive over last 12 months
 44.2.1.1,category2_name,Full Compass Systems
 44.2.2.1,category2_name,SoundEthics
 44.2.3.1,category2_name,AVLGear
 44.2.4.1,category2_name,Amazon.com
 44.2.5.1,category2_name,Casa Mila Inc
 44.2.6.1,category2_name,Consumer Supply Co
 44.2.1.2,category2_price,$129.00
 44.2.2.2,category2_price,$129.99
 44.2.3.2,category2_price,$129.00
 44.2.4.2,category2_price,$149.00
 44.2.5.2,category2_price,$176.98
 44.2.6.2,category2_price,$186.11
 44.2.1.4,category2_rating_count,9116
 44.2.2.4,category2_rating_count,95
 44.2.3.4,category2_rating_count,4281
 44.2.4.4,category2_rating_count,37577
 44.2.5.4,category2_rating_count,496
 44.2.6.4,category2_rating_count,538
 44.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 44.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 44.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 44.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 44.2.5.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 44.2.6.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 45.1.1.1,category1_name,CAD Audio Equitek E60 Small Diaphragm Condenser Microphone
 45.1.1.4,category1_price,$79.99
 45.1.1.2,category1_rating,8 ratings
 45.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 45.2.1.5,category2_description,94% positive
 45.2.2.5,category2_description,92% positive over last 12 months
 45.2.1.1,category2_name,Front End Audio
 45.2.2.1,category2_name,Interstate Music
 45.2.1.2,category2_price,$149.00
 45.2.2.2,category2_price,$199.99
 45.2.1.4,category2_rating_count,846
 45.2.2.4,category2_rating_count,7711
 45.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-5 aod-seller-rating-count-class
 45.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 46.1.1.1,category1_name,"Astatic 40-117 Desk Stand-Gooseneck Mic, Push to Talk or Push to Mute with LED Light"
 46.1.1.4,category1_price,$109.99
 46.1.1.2,category1_rating,4 ratings
 46.1.1.3,category1_review,a-icon a-icon-star a-star-4
 46.2.1.5,category2_description,84% positive over last 12 months
 46.2.2.5,category2_description,82% positive over last 12 months
 46.2.1.1,category2_name,AVLGear
 46.2.2.1,category2_name,Whole Premium Store
 46.2.1.2,category2_price,$109.00
 46.2.2.2,category2_price,$166.77
 46.2.1.4,category2_rating_count,4281
 46.2.2.4,category2_rating_count,166
 46.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 46.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 47.1.1.1,category1_name,Astatic 900B Cardioid Condenser Hanging Choir Mic - Equitek Capsule for Extended Frequency Response
 47.1.1.4,category1_price,$149.95
 47.1.1.2,category1_rating,1 rating
 47.1.1.3,category1_review,a-icon a-icon-star a-star-5
 47.2.1.5,category2_description,87% positive over last 12 months
 47.2.2.5,category2_description,84% positive over last 12 months
 47.2.1.1,category2_name,Consumer Supply Co
 47.2.2.1,category2_name,AVLGear
 47.2.1.2,category2_price,$195.00
 47.2.2.2,category2_price,Nan
 47.2.1.4,category2_rating_count,538
 47.2.2.4,category2_rating_count,4281
 47.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 47.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 48.1.1.1,category1_name,CAD Audio WALL MICROPHONE (WM-1000)
 48.1.1.4,category1_price,$149.00
 48.1.1.2,category1_rating,1 rating
 48.1.1.3,category1_review,a-icon a-icon-star a-star-5
 48.2.1.5,category2_description,93% positive over last 12 months
 48.2.2.5,category2_description,Nan
 48.2.3.5,category2_description,84% positive over last 12 months
 48.2.1.1,category2_name,Marmalade USA
 48.2.2.1,category2_name,AVLGear
 48.2.3.1,category2_name,Nan
 48.2.1.2,category2_price,$149.99
 48.2.2.2,category2_price,$149.00
 48.2.3.2,category2_price,Nan
